FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
120820;1800;;;;
120820;1900;;;;
120820;2000;;;;
120820;2100;;;999;
120820;2200;;;194,9;
120820;2300;;;172,7;
120821;0000;;;140,3;
120821;0100;;;82,2998;
120821;0200;;;84,2998;
120821;0300;;;30,34;
120821;0400;;;18,88;
120821;0500;;;10,11;
120821;0600;;;33,71;
120821;0700;;;19,55;
120821;0800;;;22,25;
120821;0900;;;26,97;
120821;1000;;;24,27;
120821;1100;;;22,92;
120821;1200;;;20,23;
120821;1300;;;24,95;
120821;1400;;;19,55;
120821;1500;;;23,6;
120821;1600;;;24,27;
120821;1700;;;33,71;
120821;1800;;;66,75;
120821;1900;;;47,1899;
120821;2000;;;84,2998;
120821;2100;;;113,3;
120821;2200;;;94,1;
120821;2300;;;54,61;
120822;0000;;;36,41;
120822;0100;;;31,01;
120822;0200;;;19,55;
120822;0300;;;13,48;
120822;0400;;;14,16;
120822;0500;;;8,75998;
120822;0600;;;2,023;
120822;0700;;;2,697;
120822;0800;;;4,71999;
120822;0900;;;21,58;
120822;1000;;;14,16;
120822;1100;;;22,92;
120822;1200;;;22,92;
120822;1300;;;15,51;
120822;1400;;;55,29;
120822;1500;;;21,24;
120822;1600;;;23,26;
120822;1700;;;39,79;
120822;1800;;;49,23;
120822;1900;;;68,12;
120822;2000;;;58;
120822;2100;;;37,77;
120822;2200;;;126,8;
120822;2300;;;54,6299;
120823;0000;;;52,6;
120823;0100;;;43,16;
120823;0200;;;46,54;
120823;0300;;;72,84;
120823;0400;;;52,6;
120823;0500;;;49,23;
120823;0600;;;47,8799;
120823;0700;;;65,4198;
120823;0800;;;104,5;
120823;0900;;;64,0698;
120823;1000;;;31,02;
120823;1100;;;22,25;
120823;1200;;;15,51;
120823;1300;;;6,742;
120823;1400;;;4,71899;
120823;1500;;;4,71899;
120823;1600;;;8,09;
120823;1700;;;10,79;
120823;1800;;;33,71;
120823;1900;;;75,5099;
120823;2000;;;10,79;
120823;2100;;;21,58;
120823;2200;;;67,4198;
120823;2300;;;70,7998;
120824;0000;;;100,5;
120824;0100;;;120,7;
120824;0200;;;14,84;
120824;0300;;;12,81;
120824;0400;;;17,53;
120824;0500;;;15,51;
120824;0600;;;14,84;
120824;0700;;;15,51;
120824;0800;;;24,28;
120824;0900;;;29;
120824;1000;;;24,95;
120824;1100;;;20,23;
120824;1200;;;16,86;
120824;1300;;;15,51;
120824;1400;;;12,14;
120824;1500;;;12,14;
120824;1600;;;9,43999;
120824;1700;;;7,41599;
120824;1800;;;30,34;
120824;1900;;;35,73;
120824;2000;;;34,3799;
120824;2100;;;51,25;
120824;2200;;;26,97;
120824;2300;;;24,95;
120825;0000;;;18,21;
120825;0100;;;14,16;
120825;0200;;;12,81;
120825;0300;;;12,81;
120825;0400;;;13,49;
120825;0500;;;11,47;
120825;0600;;;10,79;
120825;0700;;;20,91;
120825;0800;;;22,94;
120825;0900;;;16,86;
120825;1000;;;17,53;
120825;1100;;;22,25;
120825;1200;;;14,16;
120825;1300;;;9,43999;
120825;1400;;;10,79;
120825;1500;;;17,53;
120825;1600;;;12,14;
120825;1700;;;12,47;
120825;1800;;;35,73;
120825;1900;;;39,78;
120825;2000;;;273,1;
120825;2100;;;150,4;
120825;2200;;;54,61;
120825;2300;;;137,6;
120826;0000;;;172,7;
120826;0100;;;114;
120826;0200;;;125,4;
120826;0300;;;88,3999;
120826;0400;;;38,45;
120826;0500;;;33,06;
120826;0600;;;39,1299;
120826;0700;;;86,3999;
120826;0800;;;91;
120826;0900;;;26,3;
120826;1000;;;28,99;
120826;1100;;;32,35;
120826;1200;;;18,87;
120826;1300;;;10,11;
120826;1400;;;14,83;
120826;1500;;;16,85;
120826;1600;;;10,78;
120826;1700;;;11,46;
120826;1800;;;28,98;
120826;1900;;;30,34;
120826;2000;;;428,8;
120826;2100;;;390;
120826;2200;;;281,8;
120826;2300;;;148,3;
120827;0000;;;62,71;
120827;0100;;;125,8;
120827;0200;;;89;
120827;0300;;;38,4399;
120827;0400;;;28,33;
120827;0500;;;19,56;
120827;0600;;;42,49;
120827;0700;;;99,1;
120827;0800;;;112,6;
120827;0900;;;51,2599;
120827;1000;;;39,78;
120827;1100;;;29,67;
120827;1200;;;22,25;
120827;1300;;;20,9;
120827;1400;;;20,22;
120827;1500;;;18,87;
120827;1600;;;20,22;
120827;1700;;;25,61;
120827;1800;;;46,5;
120827;1900;;;37,75;
120827;2000;;;45,84;
120827;2100;;;167,2;
120827;2200;;;1000;
120827;2300;;;1000;
120828;0000;;;1000;
120828;0100;;;1000;
120828;0200;;;1000;
120828;0300;;;1000;
120828;0400;;;1000;
120828;0500;;;1000;
120828;0600;;;999;
120828;0700;;;1000;
120828;0800;;;999;
120828;0900;;;1000;
120828;1000;;;1000;
120828;1100;;;1000;
120828;1200;;;1000;
120828;1300;;;1000;
120828;1400;;;1000;
120828;1500;;;1000;
120828;1600;;;1000;
120828;1700;;;1000;
120828;1800;;;1000;
120828;1900;;;1000;
120828;2000;;;1000;
120828;2100;;;1000;
120828;2200;;;1000;
120828;2300;;;1000;
120829;0000;;;999;
120829;0100;;;999;
120829;0200;;;1000;
120829;0300;;;1000;
120829;0400;;;1000;
120829;0500;;;1000;
120829;0600;;;1000;
120829;0700;;;1000;
120829;0800;;;1000;
120829;0900;;;1000;
120829;1000;;;;
120829;1100;;;1000;
120829;1200;;;;
120829;1300;;;1000;
120829;1400;;;;
120829;1500;;;1000;
120829;1600;;;1000;
120829;1700;;;999;
120829;1800;;;1000;
120829;1900;;;1000;
120829;2000;;;1000;
120829;2100;;;1000;
120829;2200;;;999;
120829;2300;;;999;
120830;0000;;;999;
120830;0100;;;1000;
120830;0200;;;1000;
120830;0300;;;1000;
120830;0400;;;1000;
120830;0500;;;1000;
120830;0600;;;1000;
120830;0700;;;1000;
120830;0800;;;1000;
120830;0900;;;1000;
120830;1000;;;;
120830;1100;;;1000;
120830;1200;;;1000;
120830;1300;;;1000;
120830;1400;;;1000;
120830;1500;;;1000;
120830;1600;;;1000;
120830;1700;;;1000;
120830;1800;;;1000;
120830;1900;;;1000;
120830;2000;;;1000;
120830;2100;;;1000;
120830;2200;;;999;
120830;2300;;;999;
120831;0000;;;999;
120831;0100;;;1000;
120831;0200;;;1000;
120831;0300;;;1000;
120831;0400;;;1000;
120831;0500;;;1000;
120831;0600;;;1000;
120831;0700;;;1000;
120831;0800;;;1000;
120831;0900;;;1000;
120831;1000;;;;
120831;1100;;;1000;
120831;1200;;;;
120831;1300;;;;
120831;1400;;;;
120831;1500;;;1000;
120831;1600;;;1000;
120831;1700;;;999;
120831;1800;;;1000;
120831;1900;;;1000;
120831;2000;;;1000;
120831;2100;;;1000;
120831;2200;;;1000;
120831;2300;;;1000;
120901;0000;;;1000;
120901;0100;;;;
120901;0200;;;;
120901;0300;;;;
120901;0400;;;;
120901;0500;;;;
120901;0600;;;;
120901;0700;;;;
120901;0800;;;999;
120901;0900;;;999;
120901;1000;;;1000;
120901;1100;;;1000;
120901;1200;;;1000;
120901;1300;;;;
120901;1400;;;1000;
120901;1500;;;1000;
120901;1600;;;1000;
120901;1700;;;1000;
120901;1800;;;999;
120901;1900;;;1000;
120901;2000;;;1000;
120901;2100;;;1000;
120901;2200;;;1000;
120901;2300;;;1000;
120902;0000;;;1000;
120902;0100;;;999;
120902;0200;;;1000;
120902;0300;;;999;
120902;0400;;;1000;
120902;0500;;;1000;
120902;0600;;;1000;
120902;0700;;;;
120902;0800;;;;
120902;0900;;;;
120902;1000;;;;
120902;1100;;;;
120902;1200;;;;
120902;1300;;;;
120902;1400;;;;
120902;1500;;;;
120902;1600;;;;
120902;1700;;;;
120902;1800;;;;
120902;1900;;;;
120902;2000;;;;
120902;2100;;;;
120902;2200;;;;
120902;2300;;;;
120903;0000;;;;
120903;0100;;;;
120903;0200;;;;
120903;0300;;;;
120903;0400;;;;
120903;0500;;;;
120903;0600;;;;
120903;0700;;;;
120903;0800;;;;
120903;0900;;;;
120903;1000;;;999;
120903;1100;;;1000;
120903;1200;;;999;
120903;1300;;;1000;
120903;1400;;;1000;
120903;1500;;;1000;
120903;1600;;;1000;
120903;1700;;;1000;
120903;1800;;;1000;
120903;1900;;;1000;
120903;2000;;;1000;
120903;2100;;;1000;
120903;2200;;;1000;
120903;2300;;;999;
120904;0000;;;1000;
120904;0100;;;999;
120904;0200;;;1000;
120904;0300;;;999;
120904;0400;;;999;
120904;0500;;;999;
120904;0600;;;999;
120904;0700;;;1000;
120904;0800;;;1000;
120904;0900;;;999;
120904;1000;;;1000;
120904;1100;;;1000;
120904;1200;;;1000;
120904;1300;;;1000;
120904;1400;;;1000;
120904;1500;;;1000;
120904;1600;;;1000;
120904;1700;;;1000;
120904;1800;;;1000;
120904;1900;;;1000;
120904;2000;;;1000;
120904;2100;;;1000;
120904;2200;;;1000;
120904;2300;;;999;
120905;0000;;;1000;
120905;0100;;;999;
120905;0200;;;1000;
120905;0300;;;1000;
120905;0400;;;1000;
120905;0500;;;1000;
120905;0600;;;1000;
120905;0700;;;1000;
120905;0800;;;1000;
120905;0900;;;1000;
120905;1000;;;1000;
120905;1100;;;;
120905;1200;;;1000;
120905;1300;;;1000;
120905;1400;;;1000;
120905;1500;;;1000;
120905;1600;;;1000;
120905;1700;;;1000;
120905;1800;;;1000;
120905;1900;;;1000;
120905;2000;;;1000;
120905;2100;;;1000;
120905;2200;;;1000;
120905;2300;;;1000;
120906;0000;;;;
120906;0100;;;;
120906;0200;;;;
120906;0300;;;;
120906;0400;;;;
120906;0500;;;;
120906;0600;;;;
120906;0700;;;999;
120906;0800;;;999;
120906;0900;;;1000;
120906;1000;;;1000;
120906;1100;;;1000;
120906;1200;;;1000;
120906;1300;;;1000;
120906;1400;;;1000;
120906;1500;;;1000;
120906;1600;;;1000;
120906;1700;;;1000;
120906;1800;;;1000;
120906;1900;;;1000;
120906;2000;;;1000;
120906;2100;;;1000;
120906;2200;;;999;
120906;2300;;;999;
120907;0000;;;999;
120907;0100;;;1000;
120907;0200;;;999;
120907;0300;;;1000;
120907;0400;;;1000;
120907;0500;;;1000;
120907;0600;;;1000;
120907;0700;;;1000;
120907;0800;;;1000;
120907;0900;;;999;
120907;1000;;;1000;
120907;1100;;;999;
120907;1200;;;1000;
120907;1300;;;1000;
120907;1400;;;1000;
120907;1500;;;1000;
120907;1600;;;1000;
120907;1700;;;1000;
120907;1800;;;1000;
120907;1900;;;1000;
120907;2000;;;1000;
120907;2100;;;1000;
120907;2200;;;999;
120907;2300;;;1000;
120908;0000;;;999;
120908;0100;;;999;
120908;0200;;;999;
120908;0300;;;1000;
120908;0400;;;1000;
120908;0500;;;1000;
120908;0600;;;1000;
120908;0700;;;1000;
120908;0800;;;1000;
120908;0900;;;1000;
120908;1000;;;1000;
120908;1100;;;1000;
120908;1200;;;1000;
120908;1300;;;1000;
120908;1400;;;1000;
120908;1500;;;1000;
120908;1600;;;1000;
120908;1700;;;1000;
120908;1800;;;1000;
120908;1900;;;;
120908;2000;;;1000;
120908;2100;;;1000;
120908;2200;;;1000;
120908;2300;;;1000;
120909;0000;;;999;
120909;0100;;;999;
120909;0200;;;1000;
120909;0300;;;1000;
120909;0400;;;1000;
120909;0500;;;1000;
120909;0600;;;1000;
120909;0700;;;1000;
120909;0800;;;1000;
120909;0900;;;1000;
120909;1000;;;1000;
120909;1100;;;1000;
120909;1200;;;1000;
120909;1300;;;1000;
120909;1400;;;1000;
120909;1500;;;1000;
120909;1600;;;1000;
120909;1700;;;1000;
120909;1800;;;999;
120909;1900;;;1000;
120909;2000;;;1000;
120909;2100;;;1000;
120909;2200;;;1000;
120909;2300;;;1000;
120910;0000;;;999;
120910;0100;;;999;
120910;0200;;;999;
120910;0300;;;1000;
120910;0400;;;1000;
120910;0500;;;1000;
120910;0600;;;1000;
120910;0700;;;1000;
120910;0800;;;1000;
120910;0900;;;1000;
120910;1000;;;1000;
120910;1100;;;1000;
120910;1200;;;1000;
120910;1300;;;999;
120910;1400;;;1000;
120910;1500;;;1000;
120910;1600;;;1000;
120910;1700;;;1000;
120910;1800;;;1000;
120910;1900;;;1000;
120910;2000;;;1000;
120910;2100;;;1000;
120910;2200;;;1000;
120910;2300;;;1000;
120911;0000;;;999;
120911;0100;;;999;
120911;0200;;;1000;
120911;0300;;;1000;
120911;0400;;;1000;
120911;0500;;;1000;
120911;0600;;;1000;
120911;0700;;;1000;
120911;0800;;;;
120911;0900;;;1000;
120911;1000;;;;
120911;1100;;;1000;
120911;1200;;;1000;
120911;1300;;;1000;
120911;1400;;;1000;
120911;1500;;;1000;
120911;1600;;;1000;
120911;1700;;;1000;
120911;1800;;;1000;
120911;1900;;;1000;
120911;2000;;;1000;
120911;2100;;;1000;
120911;2200;;;999;
120911;2300;;;999;
120912;0000;;;999;
120912;0100;;;1000;
120912;0200;;;1000;
120912;0300;;;1000;
120912;0400;;;1000;
120912;0500;;;1000;
120912;0600;;;1000;
120912;0700;;;1000;
120912;0800;;;1000;
120912;0900;;;1000;
120912;1000;;;;
120912;1100;;;1000;
120912;1200;;;1000;
120912;1300;;;14,83;
120912;1400;;;18,19;
120912;1500;;;20,89;
120912;1600;;;16,84;
120912;1700;;;16,17;
120912;1800;;;30,32;
120912;1900;;;40,43;
120912;2000;;;34,37;
120912;2100;;;61,3199;
120912;2200;;;73,46;
120912;2300;;;78,85;
120913;0000;;;92,2998;
120913;0100;;;23,59;
120913;0200;;;16,85;
120913;0300;;;11,46;
120913;0400;;;12,13;
120913;0500;;;14,16;
120913;0600;;;14,16;
120913;0700;;;24,27;
120913;0800;;;24,94;
120913;0900;;;22,92;
120913;1000;;;26,96;
120913;1100;;;26,96;
120913;1200;;;25,61;
120913;1300;;;22,91;
120913;1400;;;20,89;
120913;1500;;;14,15;
120913;1600;;;12,13;
120913;1700;;;19,54;
120913;1800;;;29,64;
120913;1900;;;38,41;
120913;2000;;;49,1899;
120913;2100;;;73,45;
120913;2200;;;35,05;
120913;2300;;;28,98;
120914;0000;;;23,59;
120914;0100;;;24,94;
120914;0200;;;24,94;
120914;0300;;;33,36;
120914;0400;;;20,9;
120914;0500;;;18,88;
120914;0600;;;14,83;
120914;0700;;;12,14;
120914;0800;;;20,9;
120914;0900;;;16,85;
120914;1000;;;9,43999;
120914;1100;;;10,78;
120914;1200;;;15,5;
120914;1300;;;10,78;
120914;1400;;;10,78;
120914;1500;;;19,54;
120914;1600;;;14,49;
120914;1700;;;10,11;
120914;1800;;;10,11;
120914;1900;;;14,49;
120914;2000;;;24,93;
120914;2100;;;15,5;
120914;2200;;;10,11;
120914;2300;;;8,75998;
120915;0000;;;8,09;
120915;0100;;;7,41399;
120915;0200;;;5,392;
120915;0300;;;8,75998;
120915;0400;;;16,18;
120915;0500;;;6,06599;
120915;0600;;;4,71799;
120915;0700;;;4,71799;
120915;0800;;;9,09998;
120915;0900;;;12,8;
120915;1000;;;11,45;
120915;1100;;;11,45;
120915;1200;;;15,49;
120915;1300;;;14,14;
120915;1400;;;7,741;
120915;1500;;;6,729;
120915;1600;;;6,057;
120915;1700;;;6,729;
120915;1800;;;;
120915;1900;;;;
120915;2000;;;;
120915;2100;;;;
120915;2200;;;;
120915;2300;;;;
120916;0000;;;;
120916;0100;;;;
120916;0200;;;;
120916;0300;;;;
120916;0400;;;;
120916;0500;;;;
120916;0600;;;;
120916;0700;;;;
120916;0800;;;;
120916;0900;;;;
120916;1000;;;;
120916;1100;;;;
120916;1200;;;;
120916;1300;;;;
120916;1400;;;;
120916;1500;;;;
120916;1600;;;;
120916;1700;;;;
120916;1800;;;;
120916;1900;;;;
120916;2000;;;;
120916;2100;;;;
120916;2200;;;;
120916;2300;;;;
120917;0000;;;;
120917;0100;;;;
120917;0200;;;;
120917;0300;;;;
120917;0400;;;;
120917;0500;;;;
120917;0600;;;;
120917;0700;;;;
120917;0800;;;;
120917;0900;;;;
120917;1000;;;;
120917;1100;;;;
120917;1200;;;;
120917;1300;;;;
120917;1400;;;;
120917;1500;;;;
120917;1600;;;;
120917;1700;;;;
120917;1800;;;;
120917;1900;;;;
120917;2000;;;;
120917;2100;;;;
120917;2200;;;;
120917;2300;;;;
120918;0000;;;;
120918;0100;;;;
120918;0200;;;;
120918;0300;;;;
120918;0400;;;;
120918;0500;;;;
120918;0600;;;;
120918;0700;;;;
120918;0800;;;;
120918;0900;;;;
120918;1000;;;;
120918;1100;;;;
120918;1200;;;;
120918;1300;;;;
120918;1400;;;;
120918;1500;;;;
120918;1600;;;;
120918;1700;;;;
120918;1800;;;;
120918;1900;;;;
120918;2000;;;;
120918;2100;;;;
120918;2200;;;;
120918;2300;;;;
120919;0000;;;;
120919;0100;;;;
120919;0200;;;;
120919;0300;;;;
120919;0400;;;;
120919;0500;;;;
120919;0600;;;;
120919;0700;;;;
120919;0800;;;;
120919;0900;;;;
120919;1000;;;;
120919;1100;;;;
120919;1200;;;;
120919;1300;;;;
120919;1400;;;;
120919;1500;;;;
120919;1600;;;;
120919;1700;;;;
120919;1800;;;;
120919;1900;;;;
120919;2000;;;;
120919;2100;;;;
120919;2200;;;;
120919;2300;;;;
120920;0000;;;;
120920;0100;;;;
120920;0200;;;;
120920;0300;;;;
120920;0400;;;;
120920;0500;;;;
120920;0600;;;;
120920;0700;;;;
120920;0800;;;;
120920;0900;;;;
120920;1000;;;;
120920;1100;;;;
120920;1200;;;;
120920;1300;;;;
120920;1400;;;;
120920;1500;;;;
120920;1600;;;;
120920;1700;;;;
120920;1800;;;;
120920;1900;;;;
120920;2000;;;;
120920;2100;;;;
120920;2200;;;;
120920;2300;;;;
120921;0000;;;;
120921;0100;;;;
120921;0200;;;;
120921;0300;;;;
120921;0400;;;;
120921;0500;;;;
120921;0600;;;;
120921;0700;;;;
120921;0800;;;;
120921;0900;;;;
120921;1000;;;;
120921;1100;;;;
120921;1200;;;;
120921;1300;;;;
120921;1400;;;;
120921;1500;;;;
120921;1600;;;;
120921;1700;;;;
120921;1800;;;;
120921;1900;;;;
120921;2000;;;;
120921;2100;;;;
120921;2200;;;;
120921;2300;;;;
120922;0000;;;;
120922;0100;;;;
120922;0200;;;;
120922;0300;;;;
120922;0400;;;;
120922;0500;;;;
120922;0600;;;;
120922;0700;;;;
120922;0800;;;;
120922;0900;;;;
120922;1000;;;;
120922;1100;;;;
120922;1200;;;;
120922;1300;;;;
120922;1400;;;;
120922;1500;;;;
120922;1600;;;;
120922;1700;;;;
120922;1800;;;;
120922;1900;;;;
120922;2000;;;;
120922;2100;;;;
120922;2200;;;;
120922;2300;;;;
120923;0000;;;;
120923;0100;;;;
120923;0200;;;;
120923;0300;;;;
120923;0400;;;;
120923;0500;;;;
120923;0600;;;;
120923;0700;;;;
120923;0800;;;;
120923;0900;;;;
120923;1000;;;;
120923;1100;;;;
120923;1200;;;;
120923;1300;;;;
120923;1400;;;;
120923;1500;;;;
120923;1600;;;;
120923;1700;;;;
120923;1800;;;;
120923;1900;;;;
120923;2000;;;;
120923;2100;;;;
120923;2200;;;;
120923;2300;;;;
120924;0000;;;;
120924;0100;;;;
120924;0200;;;;
120924;0300;;;;
120924;0400;;;;
120924;0500;;;;
120924;0600;;;;
120924;0700;;;;
120924;0800;;;;
120924;0900;;;;
120924;1000;;;;
120924;1100;;;;
120924;1200;;;;
120924;1300;;;;
120924;1400;;;;
120924;1500;;;;
120924;1600;;;;
120924;1700;;;;
120924;1800;;;;
120924;1900;;;;
120924;2000;;;;
120924;2100;;;;
120924;2200;;;;
120924;2300;;;;
120925;0000;;;;
120925;0100;;;;
120925;0200;;;;
120925;0300;;;;
120925;0400;;;;
120925;0500;;;;
120925;0600;;;;
120925;0700;;;;
120925;0800;;;;
120925;0900;;;;
120925;1000;;;;
120925;1100;;;;
120925;1200;;;;
120925;1300;;;;
120925;1400;;;;
120925;1500;;;;
120925;1600;;;;
120925;1700;;;;
120925;1800;;;;
120925;1900;;;;
120925;2000;;;;
120925;2100;;;;
120925;2200;;;;
120925;2300;;;;
120926;0000;;;;
120926;0100;;;;
120926;0200;;;;
120926;0300;;;;
120926;0400;;;;
120926;0500;;;;
120926;0600;;;;
120926;0700;;;;
120926;0800;;;;
120926;0900;;;;
120926;1000;;;;
120926;1100;;;;
120926;1200;;;;
120926;1300;;;;
120926;1400;;;;
120926;1500;;;;
120926;1600;;;;
120926;1700;;;;
120926;1800;;;;
120926;1900;;;;
120926;2000;;;;
120926;2100;;;;
120926;2200;;;;
120926;2300;;;;
120927;0000;;;;
120927;0100;;;;
120927;0200;;;;
120927;0300;;;;
120927;0400;;;;
120927;0500;;;;
120927;0600;;;;
120927;0700;;;;
120927;0800;;;;
120927;0900;;;;
120927;1000;;;;
120927;1100;;;;
120927;1200;;;;
120927;1300;;;;
120927;1400;;;;
120927;1500;;;;
120927;1600;;;;
120927;1700;;;;
120927;1800;;;;
120927;1900;;;;
120927;2000;;;;
120927;2100;;;;
120927;2200;;;;
120927;2300;;;;
120928;0000;;;;
120928;0100;;;;
120928;0200;;;;
120928;0300;;;;
120928;0400;;;;
120928;0500;;;;
120928;0600;;;;
120928;0700;;;;
120928;0800;;;;
120928;0900;;;;
120928;1000;;;;
120928;1100;;;;
120928;1200;;;;
120928;1300;;;;
120928;1400;;;;
120928;1500;;;;
120928;1600;;;;
120928;1700;;;;
120928;1800;;;;
120928;1900;;;;
120928;2000;;;;
120928;2100;;;;
120928;2200;;;;
120928;2300;;;;
120929;0000;;;;
120929;0100;;;;
120929;0200;;;;
120929;0300;;;;
120929;0400;;;;
120929;0500;;;;
120929;0600;;;;
120929;0700;;;;
120929;0800;;;;
120929;0900;;;;
120929;1000;;;;
120929;1100;;;;
120929;1200;;;;
120929;1300;;;;
120929;1400;;;;
120929;1500;;;;
120929;1600;;;;
120929;1700;;;;
120929;1800;;;;
120929;1900;;;;
120929;2000;;;;
120929;2100;;;;
120929;2200;;;;
120929;2300;;;;
120930;0000;;;;
120930;0100;;;;
120930;0200;;;;
120930;0300;;;;
120930;0400;;;;
120930;0500;;;;
120930;0600;;;;
120930;0700;;;;
120930;0800;;;;
120930;0900;;;;
120930;1000;;;;
120930;1100;;;;
120930;1200;;;;
120930;1300;;;;
120930;1400;;;;
120930;1500;;;;
120930;1600;;;;
120930;1700;;;;
120930;1800;;;;
120930;1900;;;;
120930;2000;;;;
120930;2100;;;;
120930;2200;;;;
120930;2300;;;;
121001;0000;;;;
121001;0100;;;;
121001;0200;;;;
121001;0300;;;;
121001;0400;;;;
121001;0500;;;;
121001;0600;;;;
121001;0700;;;;
121001;0800;;;;
121001;0900;;;;
121001;1000;;;;
121001;1100;;;;
121001;1200;;;;
121001;1300;;;;
121001;1400;;;;
121001;1500;;;;
121001;1600;;;;
121001;1700;;;;
121001;1800;;;;
121001;1900;;;;
121001;2000;;;;
121001;2100;;;;
121001;2200;;;;
121001;2300;;;;
121002;0000;;;;
121002;0100;;;;
121002;0200;;;;
121002;0300;;;;
121002;0400;;;;
121002;0500;;;;
121002;0600;;;;
121002;0700;;;;
121002;0800;;;;
121002;0900;;;;
121002;1000;;;;
121002;1100;;;;
121002;1200;;;;
121002;1300;;;;
121002;1400;;;;
121002;1500;;;;
121002;1600;;;;
121002;1700;;;;
121002;1800;;;;
121002;1900;;;;
121002;2000;;;;
121002;2100;;;;
121002;2200;;;;
121002;2300;;;;
121003;0000;;;;
121003;0100;;;;
121003;0200;;;;
121003;0300;;;;
121003;0400;;;;
121003;0500;;;;
121003;0600;;;;
121003;0700;;;;
121003;0800;;;;
121003;0900;;;;
121003;1000;;;;
121003;1100;;;;
121003;1200;;;;
121003;1300;;;;
121003;1400;;;;
121003;1500;;;;
121003;1600;;;;
121003;1700;;;;
121003;1800;;;;
121003;1900;;;;
121003;2000;;;;
121003;2100;;;;
121003;2200;;;;
121003;2300;;;;
121004;0000;;;;
121004;0100;;;;
121004;0200;;;;
121004;0300;;;;
121004;0400;;;;
121004;0500;;;;
121004;0600;;;;
121004;0700;;;;
121004;0800;;;;
121004;0900;;;;
121004;1000;;;;
121004;1100;;;;
121004;1200;;;;
121004;1300;;;;
121004;1400;;;;
121004;1500;;;;
121004;1600;;;;
121004;1700;;;;
121004;1800;;;;
121004;1900;;;;
121004;2000;;;;
121004;2100;;;;
121004;2200;;;;
121004;2300;;;;
121005;0000;;;;
121005;0100;;;;
121005;0200;;;;
121005;0300;;;;
121005;0400;;;;
121005;0500;;;;
121005;0600;;;;
121005;0700;;;;
121005;0800;;;;
121005;0900;;;;
121005;1000;;;;
121005;1100;;;;
121005;1200;;;;
121005;1300;;;;
121005;1400;;;;
121005;1500;;;;
121005;1600;;;;
121005;1700;;;;
121005;1800;;;;
121005;1900;;;;
121005;2000;;;;
121005;2100;;;;
121005;2200;;;;
121005;2300;;;;
121006;0000;;;;
121006;0100;;;;
121006;0200;;;;
121006;0300;;;;
121006;0400;;;;
121006;0500;;;;
121006;0600;;;;
121006;0700;;;;
121006;0800;;;;
121006;0900;;;;
121006;1000;;;;
121006;1100;;;;
121006;1200;;;;
121006;1300;;;;
121006;1400;;;;
121006;1500;;;;
121006;1600;;;;
121006;1700;;;;
121006;1800;;;;
121006;1900;;;;
121006;2000;;;;
121006;2100;;;;
121006;2200;;;;
121006;2300;;;;
121007;0000;;;;
121007;0100;;;;
121007;0200;;;;
121007;0300;;;;
121007;0400;;;;
121007;0500;;;;
121007;0600;;;;
121007;0700;;;;
121007;0800;;;;
121007;0900;;;;
121007;1000;;;;
121007;1100;;;;
121007;1200;;;;
121007;1300;;;;
121007;1400;;;;
121007;1500;;;;
121007;1600;;;;
121007;1700;;;;
121007;1800;;;;
121007;1900;;;;
121007;2000;;;;
121007;2100;;;;
121007;2200;;;;
121007;2300;;;;
121008;0000;;;;
121008;0100;;;;
121008;0200;;;;
121008;0300;;;;
121008;0400;;;;
121008;0500;;;;
121008;0600;;;;
121008;0700;;;;
121008;0800;;;;
121008;0900;;;;
121008;1000;;;;
121008;1100;;;;
121008;1200;;;;
121008;1300;;;;
121008;1400;;;;
121008;1500;;;;
121008;1600;;;;
121008;1700;;;;
121008;1800;;;;
121008;1900;;;;
121008;2000;;;;
121008;2100;;;;
121008;2200;;;;
121008;2300;;;;
121009;0000;;;;
121009;0100;;;;
121009;0200;;;;
121009;0300;;;;
121009;0400;;;;
121009;0500;;;;
121009;0600;;;;
121009;0700;;;;
121009;0800;;;;
121009;0900;;;;
121009;1000;;;;
121009;1100;;;;
121009;1200;;;;
121009;1300;;;;
121009;1400;;;;
121009;1500;;;;
121009;1600;;;;
121009;1700;;;;
121009;1800;;;;
121009;1900;;;;
121009;2000;;;;
121009;2100;;;;
121009;2200;;;;
121009;2300;;;;
121010;0000;;;;
121010;0100;;;;
121010;0200;;;;
121010;0300;;;;
121010;0400;;;;
121010;0500;;;;
121010;0600;;;;
121010;0700;;;;
121010;0800;;;;
121010;0900;;;;
121010;1000;;;;
121010;1100;;;;
121010;1200;;;;
121010;1300;;;;
121010;1400;;;;
121010;1500;;;;
121010;1600;;;;
121010;1700;;;;
121010;1800;;;;
121010;1900;;;;
121010;2000;;;;
121010;2100;;;;
121010;2200;;;;
121010;2300;;;;
121011;0000;;;;
121011;0100;;;;
121011;0200;;;;
121011;0300;;;;
121011;0400;;;;
121011;0500;;;;
121011;0600;;;;
121011;0700;;;;
121011;0800;;;;
121011;0900;;;;
121011;1000;;;;
121011;1100;;;;
121011;1200;;;;
121011;1300;;;;
121011;1400;;;;
121011;1500;;;;
121011;1600;;;;
121011;1700;;;;
121011;1800;;;;
121011;1900;;;;
121011;2000;;;;
121011;2100;;;;
121011;2200;;;;
121011;2300;;;;
121012;0000;;;;
121012;0100;;;;
121012;0200;;;;
